iter	RMSE
1665	4493.695835
1666	4492.347272
1667	4491.944717
1668	4489.426572
1669	4484.05125
1670	4481.391314
1671	4475.444694
1672	4470.486782
1673	4468.58166
1674	4462.694551
1675	4458.338512
1676	4454.350927
1677	4453.130832
1678	4450.857951
1679	4446.074998
1680	4445.953281
1681	4444.758295
1682	4442.138426
1683	4441.101613
1684	4439.216689
1685	4431.397349
1686	4427.838035
1687	4422.100038
1688	4421.748802
1689	4419.125856
1690	4416.500621
1691	4410.459037
1692	4408.67311
1693	4403.97726
1694	4401.176741
1695	4399.937294
1696	4394.787351
1697	4390.902389
1698	4386.149022
1699	4380.711598
1700	4380.62609
1701	4379.008701
1702	4377.159473
1703	4374.776343
1704	4371.006976
1705	4368.525492
1706	4367.044723
1707	4363.073547
1708	4360.66932
1709	4360.298523
1710	4355.457793
1711	4354.694805
1712	4352.403703
1713	4352.346438
1714	4351.246841
1715	4349.406558
1716	4345.07914
1717	4342.816174
1718	4338.786115
1719	4333.588288
1720	4330.358093
1721	4326.728408
1722	4321.404704
1723	4317.333502
1724	4313.329428
1725	4307.166796
1726	4301.857321
1727	4296.931534
1728	4296.193104
1729	4295.782391
1730	4291.544226
1731	4289.360317
1732	4284.46834
1733	4282.177223
1734	4280.312952
1735	4276.33885
1736	4272.588449
1737	4268.959998
1738	4268.134944
1739	4262.359515
1740	4260.214346
1741	4256.683769
1742	4252.218656
1743	4247.123794
1744	4246.430843
1745	4244.279399
1746	4244.180684
1747	4242.112649
1748	4240.068639
1749	4237.582257
1750	4236.471149
1751	4234.127004
1752	4230.158533
1753	4228.684674
1754	4226.095539
1755	4225.00866
1756	4222.8985
1757	4220.929251
1758	4219.410735
1759	4215.512143
1760	4210.431176
1761	4209.056047
1762	4204.786545
1763	4198.95339
1764	4197.870205
1765	4195.703659
1766	4194.58877
1767	4189.370674
1768	4188.562131
1769	4185.594452
1770	4182.513897
1771	4179.420307
1772	4177.651333
1773	4176.387372
1774	4170.072863
1775	4167.06916
1776	4166.533127
1777	4165.216071
1778	4163.297763
1779	4162.8816
1780	4162.507829
1781	4160.151539
1782	4156.894192
1783	4154.865017
1784	4152.928854
1785	4151.312222
1786	4150.412105
1787	4147.289761
1788	4145.887513
1789	4144.820466
1790	4143.01261
1791	4137.874878
1792	4136.853656
1793	4133.187992
1794	4128.792616
1795	4127.918002
1796	4125.929468
1797	4124.987614
1798	4124.318552
1799	4123.086157
1800	4120.169874
1801	4117.390284
1802	4116.879921
1803	4116.796837
1804	4115.236009
1805	4109.778851
1806	4106.8843
1807	4103.095308
1808	4103.059906
1809	4100.660928
1810	4099.069113
1811	4098.362138
1812	4096.011667
1813	4094.741656
1814	4094.438959
1815	4093.12769
1816	4090.761307
1817	4089.855957
1818	4086.030177
1819	4084.910207
1820	4083.419294
1821	4082.5128
1822	4075.862472
1823	4073.002513
1824	4071.625566
1825	4068.233844
1826	4067.600232
1827	4063.719732
1828	4062.824571
1829	4062.141025
1830	4060.024213
1831	4058.913739
1832	4058.229207
1833	4058.017703
1834	4055.572829
1835	4052.848259
1836	4051.663331
1837	4046.986627
1838	4042.654629
1839	4039.035922
1840	4036.576946
1841	4034.319179
1842	4032.481259
1843	4030.723646
1844	4029.976965
1845	4026.685967
1846	4022.493359
1847	4020.890299
1848	4017.750546
1849	4016.543991
1850	4011.359824
1851	4010.011615
1852	4008.338862
1853	4004.529264
1854	4001.549295
1855	3997.903764
1856	3995.243848
1857	3991.74023
1858	3989.116789
1859	3986.753371
1860	3986.371975
1861	3982.410116
1862	3977.906466
1863	3976.989818
1864	3975.701874
1865	3974.021654
1866	3972.43123
1867	3969.755996
1868	3967.840931
1869	3966.977392
1870	3964.012506
1871	3963.026421
1872	3959.464
1873	3955.156397
1874	3951.93461
1875	3948.992637
1876	3948.190193
1877	3940.736761
1878	3937.86044
1879	3935.713882
1880	3932.296511
1881	3931.053893
1882	3929.273056
1883	3926.624428
1884	3926.281417
1885	3923.50758
1886	3918.577563
1887	3915.815021
1888	3910.000572
1889	3909.461149
1890	3909.384882
1891	3908.562059
1892	3904.07713
1893	3901.2969
1894	3898.469956
1895	3894.95686
1896	3894.048291
1897	3893.643601
1898	3890.461215
1899	3884.957641
1900	3883.821723
1901	3881.754586
1902	3880.167467
1903	3879.482317
1904	3876.073272
1905	3874.261622
1906	3871.846806
1907	3867.969028
1908	3864.184608
1909	3862.546543
1910	3857.57587
1911	3854.999206
1912	3853.294731
1913	3851.686596
1914	3849.254092
1915	3847.862498
1916	3844.944412
1917	3844.045595
1918	3840.585212
1919	3838.862988
1920	3838.305537
1921	3837.024131
1922	3835.169798
1923	3832.856114
1924	3831.586612
1925	3829.456051
1926	3829.392751
1927	3827.697151
1928	3825.861481
1929	3822.647926
1930	3820.002402
1931	3818.973264
1932	3818.172837
1933	3814.903393
1934	3812.829669
1935	3812.801469
1936	3811.164595
1937	3805.357829
1938	3803.905142
1939	3801.435456
1940	3799.255785
1941	3794.862488
1942	3791.878658
1943	3789.523188
1944	3788.508148
1945	3786.950646
1946	3785.375039
1947	3783.611286
1948	3782.75144
1949	3781.964971
1950	3778.867685
1951	3775.89303
1952	3772.01532
1953	3771.14512
1954	3770.369546
1955	3769.501647
1956	3767.372218
1957	3765.378599
1958	3763.135541
1959	3762.086337
1960	3761.642338
1961	3759.819146
1962	3757.715114
1963	3756.284869
1964	3754.206411
1965	3751.380881
1966	3750.441729
1967	3744.852749
1968	3742.58451
1969	3741.241049
1970	3739.307713
1971	3737.984775
1972	3734.50617
1973	3730.819102
1974	3728.492839
1975	3727.048868
1976	3725.628393
1977	3725.003639
1978	3722.895226
1979	3721.067034
1980	3714.926589
1981	3714.124236
1982	3712.657321
1983	3711.062798
1984	3707.948829
1985	3704.648295
1986	3701.485281
1987	3699.649694
1988	3697.537519
1989	3694.898804
1990	3693.211362
1991	3690.12788
1992	3688.796186
1993	3684.700029
1994	3682.591881
1995	3680.67648
1996	3677.482061
1997	3675.470525
1998	3672.933096
1999	3672.059094
