iter	Passed	Remaining
1665	80920	16222
1666	80964	16173
1667	81009	16124
1668	81054	16074
1669	81098	16025
1670	81142	15976
1671	81188	15926
1672	81237	15878
1673	81282	15829
1674	81328	15780
1675	81375	15731
1676	81418	15681
1677	81463	15632
1678	81508	15583
1679	81554	15534
1680	81601	15485
1681	81646	15436
1682	81688	15386
1683	81735	15337
1684	81780	15288
1685	81822	15238
1686	81869	15189
1687	81911	15140
1688	81956	15090
1689	82001	15041
1690	82044	14992
1691	82089	14943
1692	82132	14893
1693	82178	14844
1694	82223	14795
1695	82269	14746
1696	82317	14697
1697	82359	14648
1698	82406	14599
1699	82448	14549
1700	82500	14501
1701	82575	14457
1702	82631	14410
1703	82679	14362
1704	82727	14313
1705	82770	14264
1706	82816	14215
1707	82860	14165
1708	82904	14116
1709	82948	14067
1710	82991	14017
1711	83041	13969
1712	83085	13920
1713	83131	13871
1714	83174	13821
1715	83219	13772
1716	83264	13723
1717	83307	13674
1718	83353	13625
1719	83398	13576
1720	83441	13527
1721	83487	13478
1722	83529	13428
1723	83572	13379
1724	83615	13330
1725	83663	13281
1726	83705	13231
1727	83750	13183
1728	83793	13133
1729	83838	13084
1730	83883	13035
1731	83925	12986
1732	83970	12937
1733	84014	12888
1734	84060	12839
1735	84103	12789
1736	84147	12740
1737	84193	12691
1738	84238	12643
1739	84283	12594
1740	84324	12544
1741	84367	12495
1742	84412	12446
1743	84471	12399
1744	84520	12351
1745	84563	12301
1746	84611	12253
1747	84653	12204
1748	84734	12160
1749	84790	12112
1750	84840	12064
1751	84885	12015
1752	84929	11966
1753	84973	11917
1754	85016	11868
1755	85061	11819
1756	85103	11770
1757	85149	11721
1758	85193	11672
1759	85254	11625
1760	85304	11577
1761	85350	11528
1762	85394	11479
1763	85436	11430
1764	85482	11381
1765	85522	11332
1766	85568	11283
1767	85612	11234
1768	85655	11185
1769	85701	11136
1770	85742	11087
1771	85788	11038
1772	85831	10989
1773	85875	10940
1774	85915	10890
1775	85959	10841
1776	86003	10792
1777	86046	10743
1778	86110	10697
1779	86153	10648
1780	86200	10599
1781	86245	10550
1782	86291	10502
1783	86333	10452
1784	86377	10403
1785	86425	10355
1786	86469	10306
1787	86531	10259
1788	86590	10212
1789	86669	10167
1790	86721	10119
1791	86770	10071
1792	86819	10023
1793	86884	9976
1794	86963	9931
1795	87014	9883
1796	87062	9835
1797	87108	9786
1798	87157	9738
1799	87202	9689
1800	87259	9641
1801	87306	9593
1802	87352	9544
1803	87416	9497
1804	87471	9449
1805	87513	9400
1806	87558	9351
1807	87602	9302
1808	87647	9254
1809	87691	9205
1810	87736	9156
1811	87779	9107
1812	87825	9058
1813	87870	9009
1814	87916	8961
1815	87958	8912
1816	88010	8864
1817	88054	8815
1818	88097	8766
1819	88142	8717
1820	88186	8668
1821	88232	8619
1822	88278	8571
1823	88321	8522
1824	88364	8473
1825	88408	8424
1826	88454	8375
1827	88496	8326
1828	88540	8277
1829	88588	8229
1830	88632	8180
1831	88676	8131
1832	88720	8083
1833	88765	8034
1834	88806	7985
1835	88852	7936
1836	88896	7887
1837	88939	7839
1838	88985	7790
1839	89040	7742
1840	89111	7696
1841	89174	7649
1842	89221	7600
1843	89269	7552
1844	89315	7503
1845	89363	7455
1846	89411	7406
1847	89459	7358
1848	89509	7309
1849	89555	7261
1850	89606	7213
1851	89655	7164
1852	89704	7116
1853	89751	7067
1854	89801	7019
1855	89851	6971
1856	89900	6922
1857	89949	6874
1858	89993	6825
1859	90040	6777
1860	90082	6728
1861	90126	6679
1862	90169	6630
1863	90210	6581
1864	90257	6533
1865	90300	6484
1866	90345	6435
1867	90387	6387
1868	90436	6338
1869	90479	6290
1870	90521	6241
1871	90568	6192
1872	90608	6143
1873	90652	6095
1874	90694	6046
1875	90737	5997
1876	90780	5948
1877	90821	5899
1878	90863	5851
1879	90904	5802
1880	90946	5753
1881	90989	5704
1882	91032	5656
1883	91076	5607
1884	91115	5558
1885	91154	5509
1886	91205	5461
1887	91280	5414
1888	91346	5367
1889	91394	5319
1890	91438	5270
1891	91480	5221
1892	91524	5173
1893	91569	5124
1894	91613	5076
1895	91658	5027
1896	91701	4979
1897	91747	4930
1898	91789	4881
1899	91834	4833
1900	91878	4784
1901	91921	4736
1902	91965	4687
1903	92008	4639
1904	92057	4590
1905	92097	4542
1906	92141	4493
1907	92183	4444
1908	92228	4396
1909	92275	4348
1910	92318	4299
1911	92371	4251
1912	92414	4202
1913	92460	4154
1914	92503	4105
1915	92547	4057
1916	92593	4008
1917	92636	3960
1918	92681	3912
1919	92722	3863
1920	92766	3814
1921	92811	3766
1922	92857	3718
1923	92900	3669
1924	92944	3621
1925	92986	3572
1926	93030	3524
1927	93073	3475
1928	93117	3427
1929	93161	3378
1930	93208	3330
1931	93255	3282
1932	93299	3233
1933	93344	3185
1934	93388	3137
1935	93464	3089
1936	93522	3041
1937	93565	2993
1938	93608	2944
1939	93651	2896
1940	93692	2847
1941	93733	2799
1942	93774	2750
1943	93815	2702
1944	93861	2654
1945	93902	2605
1946	93947	2557
1947	93990	2508
1948	94036	2460
1949	94080	2412
1950	94124	2363
1951	94169	2315
1952	94211	2267
1953	94251	2218
1954	94295	2170
1955	94334	2122
1956	94377	2073
1957	94416	2025
1958	94460	1976
1959	94505	1928
1960	94548	1880
1961	94590	1832
1962	94635	1783
1963	94679	1735
1964	94724	1687
1965	94767	1638
1966	94809	1590
1967	94850	1542
1968	94893	1493
1969	94937	1445
1970	94981	1397
1971	95025	1349
1972	95068	1300
1973	95109	1252
1974	95158	1204
1975	95201	1156
1976	95244	1108
1977	95291	1059
1978	95333	1011
1979	95375	963
1980	95419	915
1981	95472	867
1982	95516	818
1983	95561	770
1984	95628	722
1985	95686	674
1986	95753	626
1987	95802	578
1988	95845	530
1989	95893	481
1990	95936	433
1991	95982	385
1992	96026	337
1993	96076	289
1994	96119	240
1995	96159	192
1996	96205	144
1997	96247	96
1998	96294	48
1999	96336	0
